,estimator,min_score,mean_score,max_score,std_score,parameters
33,RF,0.000,0.575,1.000,0.388,"{'classification__bootstrap': True, 'classification__max_depth': 9, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 5, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
842,AB,0.250,0.575,1.000,0.225,"{'reduce_dim__n_components': 30, 'classification__algorithm': 'SAMME', 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__n_estimators': 200}"
958,AB,0.250,0.575,1.000,0.195,"{'reduce_dim__n_components': 30, 'classification__algorithm': 'SAMME.R', 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__n_estimators': 300}"
1265,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 20, 'classification__gamma': 1, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'rbf', 'classification__C': 5}"
1266,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 30, 'classification__gamma': 1, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'rbf', 'classification__C': 5}"
838,AB,0.250,0.575,1.000,0.225,"{'reduce_dim__n_components': 30, 'classification__algorithm': 'SAMME', 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__n_estimators': 200}"
834,AB,0.250,0.575,1.000,0.225,"{'reduce_dim__n_components': 30, 'classification__algorithm': 'SAMME', 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__n_estimators': 200}"
830,AB,0.250,0.575,1.000,0.195,"{'reduce_dim__n_components': 30, 'classification__algorithm': 'SAMME', 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__n_estimators': 150}"
1268,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 10, 'classification__gamma': 1, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__kernel': 'rbf', 'classification__C': 5}"
1298,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 30, 'classification__gamma': 0.5, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'rbf', 'classification__C': 5}"
824,AB,0.250,0.575,1.000,0.225,"{'reduce_dim__n_components': 10, 'classification__algorithm': 'SAMME', 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__n_estimators': 150}"
1269,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 20, 'classification__gamma': 1, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__kernel': 'rbf', 'classification__C': 5}"
1270,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 30, 'classification__gamma': 1, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__kernel': 'rbf', 'classification__C': 5}"
1271,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 36, 'classification__gamma': 1, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__kernel': 'rbf', 'classification__C': 5}"
1273,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 20, 'classification__gamma': 1, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'rbf', 'classification__C': 5}"
804,AB,0.250,0.575,0.750,0.195,"{'reduce_dim__n_components': 10, 'classification__algorithm': 'SAMME', 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__n_estimators': 100}"
1274,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 30, 'classification__gamma': 1, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'rbf', 'classification__C': 5}"
800,AB,0.250,0.575,0.750,0.195,"{'reduce_dim__n_components': 10, 'classification__algorithm': 'SAMME', 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__n_estimators': 100}"
1275,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 36, 'classification__gamma': 1, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'rbf', 'classification__C': 5}"
1279,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 36, 'classification__gamma': 1, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'rbf', 'classification__C': 5}"
785,RF,0.250,0.575,1.000,0.297,"{'classification__bootstrap': False, 'classification__max_depth': None, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 10, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
1296,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 10, 'classification__gamma': 0.5, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'rbf', 'classification__C': 5}"
1297,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 20, 'classification__gamma': 0.5, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'rbf', 'classification__C': 5}"
1207,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 36, 'classification__gamma': 0.5, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__kernel': 'rbf', 'classification__C': 1}"
1202,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 30, 'classification__gamma': 0.5, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'rbf', 'classification__C': 1}"
1206,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 30, 'classification__gamma': 0.5, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__kernel': 'rbf', 'classification__C': 1}"
1151,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 36, 'classification__gamma': 0.1, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1076,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 10, 'classification__gamma': 1, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1075,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 36, 'classification__gamma': 1, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1074,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 30, 'classification__gamma': 1, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1073,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 20, 'classification__gamma': 1, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1072,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 10, 'classification__gamma': 1, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1068,SVM,0.250,0.575,0.750,0.160,"{'reduce_dim__n_components': 10, 'classification__gamma': 1, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'linear', 'classification__C': 0.5}"
1145,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 20, 'classification__gamma': 0.1, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1146,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 30, 'classification__gamma': 0.1, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1147,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 36, 'classification__gamma': 0.1, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1148,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 10, 'classification__gamma': 0.1, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1055,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 36, 'classification__gamma': 0.1, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'rbf', 'classification__C': 0.1}"
1054,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 30, 'classification__gamma': 0.1, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'rbf', 'classification__C': 0.1}"
1149,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 20, 'classification__gamma': 0.1, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1150,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 30, 'classification__gamma': 0.1, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1052,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 10, 'classification__gamma': 0.1, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'rbf', 'classification__C': 0.1}"
1143,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 36, 'classification__gamma': 0.1, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1051,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 36, 'classification__gamma': 0.1, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'rbf', 'classification__C': 0.1}"
1050,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 30, 'classification__gamma': 0.1, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'rbf', 'classification__C': 0.1}"
1049,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 20, 'classification__gamma': 0.1, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'rbf', 'classification__C': 0.1}"
1048,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 10, 'classification__gamma': 0.1, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'rbf', 'classification__C': 0.1}"
1047,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 36, 'classification__gamma': 0.1, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__kernel': 'rbf', 'classification__C': 0.1}"
1046,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 30, 'classification__gamma': 0.1, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__kernel': 'rbf', 'classification__C': 0.1}"
1045,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 20, 'classification__gamma': 0.1, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__kernel': 'rbf', 'classification__C': 0.1}"
1044,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 10, 'classification__gamma': 0.1, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__kernel': 'rbf', 'classification__C': 0.1}"
59,RF,0.000,0.575,1.000,0.354,"{'classification__bootstrap': True, 'classification__max_depth': 9, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 7, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
57,RF,0.250,0.575,0.750,0.160,"{'classification__bootstrap': True, 'classification__max_depth': 9, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 7, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
1043,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 36, 'classification__gamma': 0.1, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'rbf', 'classification__C': 0.1}"
1042,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 30, 'classification__gamma': 0.1, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'rbf', 'classification__C': 0.1}"
1041,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 20, 'classification__gamma': 0.1, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'rbf', 'classification__C': 0.1}"
1040,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 10, 'classification__gamma': 0.1, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'rbf', 'classification__C': 0.1}"
1077,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 20, 'classification__gamma': 1, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1142,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 30, 'classification__gamma': 0.1, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1205,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 20, 'classification__gamma': 0.5, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__kernel': 'rbf', 'classification__C': 1}"
1118,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 30, 'classification__gamma': 0.5, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1109,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 20, 'classification__gamma': 0.5, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1108,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 10, 'classification__gamma': 0.5, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1107,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 36, 'classification__gamma': 0.5, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1112,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 10, 'classification__gamma': 0.5, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1106,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 30, 'classification__gamma': 0.5, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1105,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 20, 'classification__gamma': 0.5, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1104,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 10, 'classification__gamma': 0.5, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1113,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 20, 'classification__gamma': 0.5, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1100,SVM,0.250,0.575,0.750,0.160,"{'reduce_dim__n_components': 10, 'classification__gamma': 0.5, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'linear', 'classification__C': 0.5}"
1114,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 30, 'classification__gamma': 0.5, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1115,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 36, 'classification__gamma': 0.5, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1116,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 10, 'classification__gamma': 0.5, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1117,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 20, 'classification__gamma': 0.5, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
81,RF,0.000,0.575,1.000,0.354,"{'classification__bootstrap': True, 'classification__max_depth': 5, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 2, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
1119,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 36, 'classification__gamma': 0.5, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1141,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 20, 'classification__gamma': 0.1, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1132,SVM,0.250,0.575,0.750,0.160,"{'reduce_dim__n_components': 10, 'classification__gamma': 0.1, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'linear', 'classification__C': 0.5}"
1087,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 36, 'classification__gamma': 1, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1086,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 30, 'classification__gamma': 1, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1136,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 10, 'classification__gamma': 0.1, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1137,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 20, 'classification__gamma': 0.1, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
