,estimator,min_score,mean_score,max_score,std_score,parameters
690,RF,0.250,0.625,1.000,0.256,"{'reduce_dim__k': 30, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 7, 'classification__bootstrap': True}"
613,RF,0.250,0.625,1.000,0.280,"{'reduce_dim__k': 20, 'classification__max_depth': 2, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 5, 'classification__bootstrap': True}"
544,RF,0.250,0.625,1.000,0.256,"{'reduce_dim__k': 10, 'classification__max_depth': 3, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 3, 'classification__bootstrap': True}"
603,RF,0.250,0.625,1.000,0.256,"{'reduce_dim__k': 36, 'classification__max_depth': 2, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 3, 'classification__bootstrap': True}"
793,RF,0.250,0.625,1.000,0.256,"{'reduce_dim__k': 20, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 5, 'classification__bootstrap': False}"
601,RF,0.250,0.625,1.000,0.280,"{'reduce_dim__k': 20, 'classification__max_depth': 2, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 3, 'classification__bootstrap': True}"
546,RF,0.250,0.625,1.000,0.256,"{'reduce_dim__k': 30, 'classification__max_depth': 3, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 3, 'classification__bootstrap': True}"
599,RF,0.250,0.625,1.000,0.256,"{'reduce_dim__k': 36, 'classification__max_depth': 2, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 2, 'classification__bootstrap': True}"
547,RF,0.250,0.625,1.000,0.256,"{'reduce_dim__k': 36, 'classification__max_depth': 3, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 3, 'classification__bootstrap': True}"
517,RF,0.250,0.625,1.000,0.280,"{'reduce_dim__k': 20, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 10, 'classification__bootstrap': True}"
587,RF,0.250,0.625,1.000,0.256,"{'reduce_dim__k': 36, 'classification__max_depth': 3, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 10, 'classification__bootstrap': True}"
719,RF,0.250,0.625,0.750,0.202,"{'reduce_dim__k': 36, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 2, 'classification__bootstrap': False}"
721,RF,0.250,0.625,0.750,0.202,"{'reduce_dim__k': 20, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 3, 'classification__bootstrap': False}"
730,RF,0.250,0.625,1.000,0.202,"{'reduce_dim__k': 30, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 3, 'classification__bootstrap': False}"
563,RF,0.250,0.625,0.750,0.202,"{'reduce_dim__k': 36, 'classification__max_depth': 3, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 5, 'classification__bootstrap': True}"
830,RF,0.250,0.625,1.000,0.256,"{'reduce_dim__k': 30, 'classification__max_depth': 3, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 2, 'classification__bootstrap': False}"
903,RF,0.250,0.625,1.000,0.256,"{'reduce_dim__k': 36, 'classification__max_depth': 2, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 3, 'classification__bootstrap': False}"
258,SVM,0.250,0.625,1.000,0.256,"{'classification__gamma': 0.1, 'classification__C': 0.5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'rbf', 'reduce_dim__k': 30}"
884,RF,0.000,0.625,1.000,0.301,"{'reduce_dim__k': 10, 'classification__max_depth': 3, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 10, 'classification__bootstrap': False}"
88,AB,0.500,0.625,1.000,0.168,"{'reduce_dim__k': 10, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__algorithm': 'SAMME.R', 'classification__n_estimators': 200}"
249,SVM,0.000,0.625,1.000,0.340,"{'classification__gamma': 0.1, 'classification__C': 0.5, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__kernel': 'linear', 'reduce_dim__k': 20}"
247,SVM,0.000,0.625,1.000,0.301,"{'classification__gamma': 0.1, 'classification__C': 0.5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'linear', 'reduce_dim__k': 36}"
89,AB,0.250,0.625,0.750,0.168,"{'reduce_dim__k': 20, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__algorithm': 'SAMME.R', 'classification__n_estimators': 200}"
93,AB,0.500,0.625,1.000,0.168,"{'reduce_dim__k': 20, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__algorithm': 'SAMME.R', 'classification__n_estimators': 200}"
244,SVM,0.000,0.625,1.000,0.340,"{'classification__gamma': 0.1, 'classification__C': 0.5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'linear', 'reduce_dim__k': 10}"
890,RF,0.000,0.625,1.000,0.321,"{'reduce_dim__k': 30, 'classification__max_depth': 2, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 2, 'classification__bootstrap': False}"
234,SVM,0.000,0.625,1.000,0.358,"{'classification__gamma': 0.5, 'classification__C': 0.5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'rbf', 'reduce_dim__k': 30}"
232,SVM,0.000,0.625,1.000,0.340,"{'classification__gamma': 0.5, 'classification__C': 0.5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'rbf', 'reduce_dim__k': 10}"
97,AB,0.250,0.625,1.000,0.230,"{'reduce_dim__k': 20, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__algorithm': 'SAMME.R', 'classification__n_estimators': 250}"
231,SVM,0.000,0.625,1.000,0.340,"{'classification__gamma': 0.5, 'classification__C': 0.5, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__kernel': 'rbf', 'reduce_dim__k': 36}"
223,SVM,0.000,0.625,1.000,0.301,"{'classification__gamma': 0.5, 'classification__C': 0.5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'linear', 'reduce_dim__k': 36}"
220,SVM,0.000,0.625,1.000,0.340,"{'classification__gamma': 0.5, 'classification__C': 0.5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'linear', 'reduce_dim__k': 10}"
104,AB,0.500,0.625,0.750,0.125,"{'reduce_dim__k': 10, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__algorithm': 'SAMME.R', 'classification__n_estimators': 250}"
257,SVM,0.000,0.625,1.000,0.391,"{'classification__gamma': 0.1, 'classification__C': 0.5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'rbf', 'reduce_dim__k': 20}"
261,SVM,0.000,0.625,1.000,0.340,"{'classification__gamma': 0.1, 'classification__C': 0.5, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__kernel': 'rbf', 'reduce_dim__k': 20}"
215,SVM,0.250,0.625,1.000,0.256,"{'classification__gamma': 1, 'classification__C': 0.5, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__kernel': 'rbf', 'reduce_dim__k': 36}"
84,AB,0.250,0.625,1.000,0.202,"{'reduce_dim__k': 10, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__algorithm': 'SAMME.R', 'classification__n_estimators': 200}"
866,RF,0.000,0.625,1.000,0.321,"{'reduce_dim__k': 30, 'classification__max_depth': 3, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 7, 'classification__bootstrap': False}"
61,AB,0.250,0.625,1.000,0.202,"{'reduce_dim__k': 20, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__algorithm': 'SAMME.R', 'classification__n_estimators': 100}"
868,RF,0.250,0.625,1.000,0.301,"{'reduce_dim__k': 10, 'classification__max_depth': 3, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 7, 'classification__bootstrap': False}"
869,RF,0.250,0.625,1.000,0.230,"{'reduce_dim__k': 20, 'classification__max_depth': 3, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 7, 'classification__bootstrap': False}"
149,SVM,0.000,0.625,1.000,0.391,"{'classification__gamma': 0.5, 'classification__C': 0.1, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'linear', 'reduce_dim__k': 20}"
870,RF,0.250,0.625,0.750,0.202,"{'reduce_dim__k': 30, 'classification__max_depth': 3, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 7, 'classification__bootstrap': False}"
872,RF,0.000,0.625,1.000,0.301,"{'reduce_dim__k': 10, 'classification__max_depth': 3, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 7, 'classification__bootstrap': False}"
277,SVM,0.000,0.625,1.000,0.340,"{'classification__gamma': 1, 'classification__C': 1, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__kernel': 'rbf', 'reduce_dim__k': 20}"
877,RF,0.250,0.625,1.000,0.256,"{'reduce_dim__k': 20, 'classification__max_depth': 3, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 10, 'classification__bootstrap': False}"
275,SVM,0.000,0.625,1.000,0.321,"{'classification__gamma': 1, 'classification__C': 1, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__kernel': 'linear', 'reduce_dim__k': 36}"
70,AB,0.250,0.625,1.000,0.202,"{'reduce_dim__k': 30, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__algorithm': 'SAMME.R', 'classification__n_estimators': 100}"
269,SVM,0.000,0.625,1.000,0.340,"{'classification__gamma': 1, 'classification__C': 1, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'linear', 'reduce_dim__k': 20}"
71,AB,0.500,0.625,0.750,0.125,"{'reduce_dim__k': 36, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__algorithm': 'SAMME.R', 'classification__n_estimators': 100}"
73,AB,0.500,0.625,0.750,0.125,"{'reduce_dim__k': 20, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__algorithm': 'SAMME.R', 'classification__n_estimators': 150}"
82,AB,0.500,0.625,0.750,0.125,"{'reduce_dim__k': 30, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__algorithm': 'SAMME.R', 'classification__n_estimators': 150}"
105,AB,0.500,0.625,0.750,0.125,"{'reduce_dim__k': 20, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__algorithm': 'SAMME.R', 'classification__n_estimators': 250}"
213,SVM,0.000,0.625,1.000,0.340,"{'classification__gamma': 1, 'classification__C': 0.5, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__kernel': 'rbf', 'reduce_dim__k': 20}"
309,SVM,0.000,0.625,1.000,0.321,"{'classification__gamma': 0.5, 'classification__C': 1, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__kernel': 'rbf', 'reduce_dim__k': 20}"
178,SVM,0.000,0.625,1.000,0.301,"{'classification__gamma': 0.1, 'classification__C': 0.1, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__kernel': 'linear', 'reduce_dim__k': 30}"
174,SVM,0.250,0.625,1.000,0.256,"{'classification__gamma': 0.1, 'classification__C': 0.1, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'linear', 'reduce_dim__k': 30}"
126,SVM,0.250,0.625,1.000,0.256,"{'classification__gamma': 1, 'classification__C': 0.1, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'linear', 'reduce_dim__k': 30}"
130,SVM,0.000,0.625,1.000,0.301,"{'classification__gamma': 1, 'classification__C': 0.1, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__kernel': 'linear', 'reduce_dim__k': 30}"
173,SVM,0.000,0.625,1.000,0.391,"{'classification__gamma': 0.1, 'classification__C': 0.1, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'linear', 'reduce_dim__k': 20}"
919,RF,0.250,0.625,0.750,0.202,"{'reduce_dim__k': 36, 'classification__max_depth': 2, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 5, 'classification__bootstrap': False}"
171,SVM,0.000,0.625,1.000,0.340,"{'classification__gamma': 0.1, 'classification__C': 0.1, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__kernel': 'linear', 'reduce_dim__k': 36}"
952,RF,0.250,0.625,1.000,0.230,"{'reduce_dim__k': 10, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 2, 'classification__bootstrap': False}"
950,RF,0.250,0.625,1.000,0.230,"{'reduce_dim__k': 30, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 2, 'classification__bootstrap': False}"
925,RF,0.250,0.625,1.000,0.256,"{'reduce_dim__k': 20, 'classification__max_depth': 2, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 7, 'classification__bootstrap': False}"
926,RF,0.000,0.625,1.000,0.321,"{'reduce_dim__k': 30, 'classification__max_depth': 2, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 7, 'classification__bootstrap': False}"
949,RF,0.250,0.625,1.000,0.256,"{'reduce_dim__k': 20, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 2, 'classification__bootstrap': False}"
943,RF,0.250,0.625,0.750,0.202,"{'reduce_dim__k': 36, 'classification__max_depth': 2, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 10, 'classification__bootstrap': False}"
147,SVM,0.000,0.625,1.000,0.340,"{'classification__gamma': 0.5, 'classification__C': 0.1, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__kernel': 'linear', 'reduce_dim__k': 36}"
932,RF,0.000,0.625,1.000,0.321,"{'reduce_dim__k': 10, 'classification__max_depth': 2, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 7, 'classification__bootstrap': False}"
155,SVM,0.000,0.625,1.000,0.321,"{'classification__gamma': 0.5, 'classification__C': 0.1, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__kernel': 'linear', 'reduce_dim__k': 36}"
918,RF,0.250,0.625,0.750,0.202,"{'reduce_dim__k': 30, 'classification__max_depth': 2, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 5, 'classification__bootstrap': False}"
917,RF,0.250,0.625,1.000,0.256,"{'reduce_dim__k': 20, 'classification__max_depth': 2, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 5, 'classification__bootstrap': False}"
211,SVM,0.000,0.625,1.000,0.321,"{'classification__gamma': 1, 'classification__C': 0.5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'rbf', 'reduce_dim__k': 36}"
125,SVM,0.000,0.625,1.000,0.391,"{'classification__gamma': 1, 'classification__C': 0.1, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'linear', 'reduce_dim__k': 20}"
111,AB,0.500,0.625,1.000,0.168,"{'reduce_dim__k': 36, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__algorithm': 'SAMME.R', 'classification__n_estimators': 300}"
112,AB,0.500,0.625,0.750,0.125,"{'reduce_dim__k': 10, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__algorithm': 'SAMME.R', 'classification__n_estimators': 300}"
115,AB,0.250,0.625,0.750,0.168,"{'reduce_dim__k': 36, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__algorithm': 'SAMME.R', 'classification__n_estimators': 300}"
199,SVM,0.000,0.625,1.000,0.301,"{'classification__gamma': 1, 'classification__C': 0.5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'linear', 'reduce_dim__k': 36}"
117,AB,0.500,0.625,0.750,0.125,"{'reduce_dim__k': 20, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__algorithm': 'SAMME.R', 'classification__n_estimators': 300}"
196,SVM,0.000,0.625,1.000,0.340,"{'classification__gamma': 1, 'classification__C': 0.5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'linear', 'reduce_dim__k': 10}"
902,RF,0.000,0.625,1.000,0.321,"{'reduce_dim__k': 30, 'classification__max_depth': 2, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 3, 'classification__bootstrap': False}"
905,RF,0.250,0.625,1.000,0.256,"{'reduce_dim__k': 20, 'classification__max_depth': 2, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 3, 'classification__bootstrap': False}"
957,RF,0.000,0.625,1.000,0.321,"{'reduce_dim__k': 20, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 2, 'classification__bootstrap': False}"
956,RF,0.250,0.625,1.000,0.230,"{'reduce_dim__k': 10, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 2, 'classification__bootstrap': False}"
908,RF,0.000,0.625,1.000,0.321,"{'reduce_dim__k': 10, 'classification__max_depth': 2, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 3, 'classification__bootstrap': False}"
911,RF,0.250,0.625,0.750,0.202,"{'reduce_dim__k': 36, 'classification__max_depth': 2, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 3, 'classification__bootstrap': False}"
123,SVM,0.000,0.625,1.000,0.340,"{'classification__gamma': 1, 'classification__C': 0.1, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__kernel': 'linear', 'reduce_dim__k': 36}"
913,RF,0.000,0.625,1.000,0.321,"{'reduce_dim__k': 20, 'classification__max_depth': 2, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 5, 'classification__bootstrap': False}"
914,RF,0.000,0.625,1.000,0.321,"{'reduce_dim__k': 30, 'classification__max_depth': 2, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 5, 'classification__bootstrap': False}"
303,SVM,0.000,0.625,1.000,0.340,"{'classification__gamma': 0.5, 'classification__C': 1, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__kernel': 'rbf', 'reduce_dim__k': 36}"
293,SVM,0.000,0.625,1.000,0.340,"{'classification__gamma': 0.5, 'classification__C': 1, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'linear', 'reduce_dim__k': 20}"
378,SVM,0.000,0.625,1.000,0.321,"{'classification__gamma': 0.5, 'classification__C': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'rbf', 'reduce_dim__k': 30}"
991,RF,0.250,0.625,1.000,0.256,"{'reduce_dim__k': 36, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 7, 'classification__bootstrap': False}"
42,AB,0.250,0.625,1.000,0.230,"{'reduce_dim__k': 30, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__algorithm': 'SAMME', 'classification__n_estimators': 250}"
843,RF,0.250,0.625,1.000,0.280,"{'reduce_dim__k': 36, 'classification__max_depth': 3, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 3, 'classification__bootstrap': False}"
980,RF,0.250,0.625,1.000,0.230,"{'reduce_dim__k': 10, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 5, 'classification__bootstrap': False}"
841,RF,0.250,0.625,0.750,0.202,"{'reduce_dim__k': 20, 'classification__max_depth': 3, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 3, 'classification__bootstrap': False}"
371,SVM,0.250,0.625,0.750,0.168,"{'classification__gamma': 0.5, 'classification__C': 5, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__kernel': 'linear', 'reduce_dim__k': 36}"
380,SVM,0.000,0.625,1.000,0.358,"{'classification__gamma': 0.5, 'classification__C': 5, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__kernel': 'rbf', 'reduce_dim__k': 10}"
382,SVM,0.250,0.625,1.000,0.280,"{'classification__gamma': 0.5, 'classification__C': 5, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__kernel': 'rbf', 'reduce_dim__k': 30}"
383,SVM,0.250,0.625,1.000,0.280,"{'classification__gamma': 0.5, 'classification__C': 5, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__kernel': 'rbf', 'reduce_dim__k': 36}"
983,RF,0.250,0.625,0.750,0.202,"{'reduce_dim__k': 36, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 5, 'classification__bootstrap': False}"
773,RF,0.250,0.625,1.000,0.230,"{'reduce_dim__k': 20, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 2, 'classification__bootstrap': False}"
988,RF,0.250,0.625,1.000,0.230,"{'reduce_dim__k': 10, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 7, 'classification__bootstrap': False}"
30,AB,0.250,0.625,1.000,0.230,"{'reduce_dim__k': 30, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__algorithm': 'SAMME', 'classification__n_estimators': 200}"
412,RF,0.250,0.625,1.000,0.256,"{'reduce_dim__k': 10, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 2, 'classification__bootstrap': True}"
976,RF,0.250,0.625,1.000,0.230,"{'reduce_dim__k': 10, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 5, 'classification__bootstrap': False}"
427,RF,0.250,0.625,1.000,0.256,"{'reduce_dim__k': 36, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 3, 'classification__bootstrap': True}"
997,RF,0.250,0.625,1.000,0.256,"{'reduce_dim__k': 20, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 10, 'classification__bootstrap': False}"
439,RF,0.250,0.625,1.000,0.256,"{'reduce_dim__k': 36, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 5, 'classification__bootstrap': True}"
998,RF,0.250,0.625,1.000,0.256,"{'reduce_dim__k': 30, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 10, 'classification__bootstrap': False}"
450,RF,0.250,0.625,1.000,0.256,"{'reduce_dim__k': 30, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 7, 'classification__bootstrap': True}"
